Wavelength (nm),Sum(calc),Cr I (1.6e-2),Cr II (1.6e-1),Fe I (1.1e-1),Fe II (5.9e-1),Fe III (7.9e-5),Ni I (2.7e-2),Ni II (8.6e-2),Ni III (2.9e-6),Mo I (1.4e-3)
508.95,1.277e+2,9.935e-17,,1.210e+2,2.003e+0,6.227e-17,3.672e+0,,7.635e-27,1.054e+0
508.97,1.362e+2,9.924e-17,,1.303e+2,2.011e+0,3.204e-17,2.611e+0,,7.635e-27,1.238e+0
509,1.473e+2,9.909e-17,,1.423e+2,2.006e+0,1.155e-17,1.530e+0,,7.636e-27,1.539e+0
509.02,1.534e+2,9.899e-17,,1.486e+2,1.997e+0,5.763e-18,1.055e+0,,7.637e-27,1.751e+0
509.05,1.595e+2,9.883e-17,,1.549e+2,1.985e+0,1.984e-18,5.906e-1,,7.637e-27,2.078e+0
509.07,1.615e+2,9.873e-17,,1.568e+2,1.983e+0,9.597e-19,3.952e-1,,7.638e-27,2.294e+0
509.09,1.616e+2,9.863e-17,,1.568e+2,1.991e+0,4.585e-19,2.616e-1,,7.638e-27,2.501e+0
509.12,1.582e+2,9.847e-17,,1.532e+2,2.024e+0,1.480e-19,1.388e-1,,7.639e-27,2.782e+0
509.14,1.537e+2,9.837e-17,,1.486e+2,2.064e+0,6.858e-20,9.117e-2,,7.640e-27,2.941e+0
509.17,1.439e+2,9.822e-17,,1.386e+2,2.150e+0,2.132e-20,5.170e-2,,7.640e-27,3.123e+0
509.19,1.358e+2,9.811e-17,,1.303e+2,2.224e+0,9.963e-21,4.018e-2,,7.641e-27,3.201e+0
509.22,1.217e+2,9.796e-17,,1.160e+2,2.355e+0,4.426e-21,3.978e-2,,7.642e-27,3.246e+0
509.24,1.115e+2,9.786e-17,,1.058e+2,2.451e+0,4.854e-21,5.056e-2,,7.642e-27,3.226e+0
509.27,9.577e+1,9.770e-17,,8.996e+1,2.601e+0,1.212e-20,8.778e-2,,7.643e-27,3.123e+0
509.29,8.535e+1,9.760e-17,,7.951e+1,2.699e+0,2.551e-20,1.324e-1,,7.643e-27,3.010e+0
509.32,7.042e+1,9.745e-17,,6.455e+1,2.839e+0,7.840e-20,2.461e-1,,7.644e-27,2.782e+0
509.34,6.121e+1,9.734e-17,,5.532e+1,2.924e+0,1.637e-19,3.685e-1,,7.645e-27,2.599e+0
509.37,4.888e+1,9.719e-17,,4.288e+1,3.038e+0,4.830e-19,6.614e-1,,7.645e-27,2.294e+0
509.39,4.178e+1,9.709e-17,,3.563e+1,3.105e+0,9.784e-19,9.624e-1,,7.646e-27,2.078e+0
509.42,3.297e+1,9.693e-17,,2.637e+1,3.199e+0,2.757e-18,1.651e+0,,7.647e-27,1.751e+0
509.44,2.838e+1,9.683e-17,,2.125e+1,3.260e+0,5.416e-18,2.330e+0,,7.647e-27,1.539e+0
509.46,2.481e+1,9.673e-17,,1.691e+1,3.324e+0,1.051e-17,3.248e+0,,7.648e-27,1.335e+0
509.49,2.144e+1,9.657e-17,,1.173e+1,3.433e+0,2.776e-17,5.224e+0,,7.648e-27,1.054e+0
509.51,2.052e+1,9.647e-17,,9.049e+0,3.520e+0,5.225e-17,7.062e+0,,7.649e-27,8.870e-1
509.54,2.119e+1,9.632e-17,,5.993e+0,3.678e+0,1.318e-16,1.085e+1,,7.650e-27,6.688e-1
509.56,2.305e+1,9.621e-17,,4.484e+0,3.806e+0,2.406e-16,1.422e+1,,7.650e-27,5.456e-1
509.59,2.812e+1,9.606e-17,,2.835e+0,4.037e+0,5.796e-16,2.085e+1,,7.651e-27,3.928e-1
509.61,3.309e+1,9.596e-17,,2.056e+0,4.218e+0,1.026e-15,2.650e+1,,7.651e-27,3.107e-1
509.64,4.311e+1,9.580e-17,,1.241e+0,4.533e+0,2.360e-15,3.712e+1,,7.652e-27,2.136e-1
509.66,5.156e+1,9.570e-17,,8.732e-1,4.774e+0,4.051e-15,4.575e+1,,7.653e-27,1.638e-1
509.69,6.698e+1,9.555e-17,,5.033e-1,5.184e+0,8.902e-15,6.119e+1,,7.653e-27,1.075e-1
509.71,7.905e+1,9.544e-17,,3.432e-1,5.491e+0,1.482e-14,7.314e+1,,7.654e-27,7.995e-2
509.74,9.964e+1,9.529e-17,,1.889e-1,6.009e+0,3.109e-14,9.340e+1,,7.655e-27,5.010e-2
509.76,1.148e+2,9.519e-17,,1.249e-1,6.393e+0,5.019e-14,1.083e+2,,7.655e-27,3.612e-2
509.79,1.391e+2,9.503e-17,,6.561e-2,7.031e+0,1.006e-13,1.320e+2,,7.656e-27,2.161e-2
509.81,1.559e+2,9.493e-17,,4.207e-2,7.497e+0,1.575e-13,1.484e+2,,7.656e-27,1.511e-2
509.83,1.728e+2,9.483e-17,,2.664e-2,7.992e+0,2.435e-13,1.647e+2,,7.657e-27,1.043e-2
509.86,1.971e+2,9.467e-17,,1.312e-2,8.779e+0,4.575e-13,1.883e+2,,7.658e-27,5.851e-3
509.88,2.121e+2,9.457e-17,,8.054e-3,9.320e+0,6.860e-13,2.027e+2,,7.658e-27,3.918e-3
509.91,2.315e+2,9.442e-17,,3.787e-3,1.013e+1,1.231e-12,2.213e+2,,7.659e-27,2.098e-3
509.93,2.417e+2,9.432e-17,,2.254e-3,1.065e+1,1.790e-12,2.311e+2,,7.659e-27,1.362e-3
509.96,2.522e+2,9.416e-17,,1.012e-3,1.134e+1,3.068e-12,2.409e+2,,7.660e-27,6.974e-4
509.98,2.556e+2,9.406e-17,,5.841e-4,1.173e+1,4.326e-12,2.438e+2,,7.661e-27,4.405e-4
510.01,2.549e+2,9.390e-17,,2.503e-4,1.216e+1,7.081e-12,2.427e+2,,7.661e-27,2.194e-4
510.03,2.506e+2,9.380e-17,,1.401e-4,1.232e+1,9.684e-12,2.383e+2,,7.662e-27,1.405e-4
510.06,2.388e+2,9.365e-17,,5.733e-5,1.234e+1,1.514e-11,2.265e+2,,7.663e-27,8.405e-5
510.08,2.278e+2,9.354e-17,,3.111e-5,1.220e+1,2.007e-11,2.156e+2,,7.663e-27,7.629e-5
510.11,2.075e+2,9.339e-17,,1.215e-5,1.177e+1,2.996e-11,1.957e+2,,7.664e-27,1.061e-4
510.13,1.920e+2,9.329e-17,,6.395e-6,1.133e+1,3.854e-11,1.807e+2,,7.664e-27,1.608e-4
510.16,1.671e+2,9.313e-17,,2.385e-6,1.049e+1,5.494e-11,1.566e+2,,7.665e-27,3.275e-4
510.18,1.500e+2,9.303e-17,,1.217e-6,9.835e+0,6.852e-11,1.402e+2,,7.666e-27,5.305e-4
510.2,1.331e+2,9.293e-17,,6.132e-7,9.117e+0,8.443e-11,1.239e+2,,7.666e-27,8.534e-4
510.23,1.087e+2,9.277e-17,,2.144e-7,7.974e+0,1.128e-10,1.007e+2,,7.667e-27,1.706e-3
510.25,9.355e+1,9.267e-17,,1.047e-7,7.199e+0,1.348e-10,8.635e+1,,7.667e-27,2.668e-3
510.28,7.307e+1,9.252e-17,,3.496e-8,6.064e+0,1.721e-10,6.700e+1,,7.668e-27,5.101e-3
510.3,6.106e+1,9.242e-17,,1.656e-8,5.349e+0,1.994e-10,5.571e+1,,7.669e-27,7.738e-3
510.33,4.566e+1,9.226e-17,,5.277e-9,4.373e+0,2.431e-10,4.127e+1,,7.670e-27,1.413e-2
510.35,3.710e+1,9.216e-17,,2.424e-9,3.799e+0,2.732e-10,3.328e+1,,7.670e-27,2.079e-2
510.38,2.664e+1,9.200e-17,,7.375e-10,3.063e+0,3.181e-10,2.354e+1,,7.671e-27,3.625e-2
510.4,2.112e+1,9.190e-17,,3.285e-10,2.658e+0,3.468e-10,1.841e+1,,7.671e-27,5.172e-2
510.43,1.469e+1,9.175e-17,,9.541e-11,2.172e+0,3.857e-10,1.244e+1,,7.672e-27,8.615e-2
510.45,1.147e+1,9.165e-17,,4.120e-11,1.922e+0,4.079e-10,9.429e+0,,7.673e-27,1.192e-1
510.48,7.913e+0,9.149e-17,,1.143e-11,1.640e+0,4.337e-10,6.083e+0,,7.673e-27,1.896e-1
510.5,6.231e+0,9.139e-17,,4.785e-12,1.505e+0,4.452e-10,4.472e+0,,7.674e-27,2.545e-1
510.53,4.500e+0,9.123e-17,,1.267e-12,1.358e+0,4.530e-10,2.755e+0,,7.675e-27,3.866e-1
510.55,3.756e+0,9.113e-17,,5.143e-13,1.289e+0,4.520e-10,1.964e+0,,7.675e-27,5.032e-1
510.58,3.095e+0,9.098e-17,,1.300e-13,1.209e+0,4.415e-10,1.156e+0,,7.676e-27,7.301e-1
510.6,2.886e+0,9.088e-17,,5.118e-14,1.165e+0,4.294e-10,7.992e-1,,7.676e-27,9.216e-1
510.62,2.817e+0,9.077e-17,,1.990e-14,1.122e+0,4.140e-10,5.461e-1,,7.677e-27,1.149e+0
510.65,2.921e+0,9.062e-17,,4.715e-15,1.055e+0,3.870e-10,3.020e-1,,7.678e-27,1.563e+0
510.67,3.098e+0,9.052e-17,,1.778e-15,1.006e+0,3.680e-10,2.011e-1,,7.678e-27,1.891e+0
510.7,3.489e+0,9.036e-17,,4.021e-16,9.227e-1,3.408e-10,1.091e-1,,7.679e-27,2.457e+0
510.72,3.816e+0,9.026e-17,,1.470e-16,8.611e-1,3.253e-10,7.424e-2,,7.679e-27,2.881e+0
510.75,4.386e+0,9.010e-17,,1.464e-16,7.616e-1,3.085e-10,4.825e-2,,7.680e-27,3.576e+0
510.77,4.803e+0,9.000e-17,,1.460e-16,6.923e-1,3.031e-10,4.426e-2,,7.681e-27,4.067e+0
510.8,5.465e+0,8.985e-17,,1.455e-16,5.873e-1,3.052e-10,5.642e-2,,7.681e-27,4.821e+0
510.82,5.915e+0,8.975e-17,,1.451e-16,5.187e-1,3.140e-10,7.844e-2,,7.682e-27,5.318e+0
510.85,6.582e+0,8.959e-17,,1.445e-16,4.210e-1,3.385e-10,1.409e-1,,7.683e-27,6.020e+0
510.87,7.012e+0,8.949e-17,,1.441e-16,3.609e-1,3.619e-10,2.109e-1,,7.683e-27,6.440e+0
510.9,7.626e+0,8.933e-17,,1.435e-16,2.801e-1,4.063e-10,3.823e-1,,7.684e-27,6.963e+0
510.92,8.018e+0,8.923e-17,,1.431e-16,2.330e-1,4.407e-10,5.613e-1,,7.684e-27,7.224e+0
510.95,8.610e+0,8.908e-17,,1.426e-16,1.729e-1,4.966e-10,9.771e-1,,7.685e-27,7.460e+0
510.97,9.039e+0,8.898e-17,,1.422e-16,1.396e-1,5.346e-10,1.393e+0,,7.686e-27,7.506e+0
510.99,9.533e+0,8.887e-17,,1.418e-16,1.116e-1,5.716e-10,1.962e+0,,7.686e-27,7.460e+0
511.02,1.051e+1,8.872e-17,,1.412e-16,7.835e-2,6.219e-10,3.204e+0,,7.687e-27,7.224e+0
511.04,1.140e+1,8.862e-17,,1.408e-16,6.146e-2,6.500e-10,4.377e+0,,7.687e-27,6.963e+0
511.07,1.331e+1,8.846e-17,,1.402e-16,4.294e-2,6.810e-10,6.828e+0,,7.688e-27,6.440e+0
511.09,1.510e+1,8.836e-17,,1.399e-16,3.458e-2,6.930e-10,9.046e+0,,7.689e-27,6.020e+0
511.12,1.883e+1,8.821e-17,,1.393e-16,2.731e-2,6.969e-10,1.348e+1,,7.689e-27,5.318e+0
511.14,2.217e+1,8.810e-17,,1.389e-16,2.572e-2,6.899e-10,1.732e+1,,7.690e-27,4.821e+0
511.17,2.875e+1,8.795e-17,,1.383e-16,2.815e-2,6.659e-10,2.466e+1,,7.691e-27,4.067e+0
511.19,3.434e+1,8.785e-17,,1.379e-16,3.314e-2,6.421e-10,3.073e+1,,7.691e-27,3.576e+0
511.22,4.471e+1,8.769e-17,,1.374e-16,4.636e-2,5.973e-10,4.178e+1,,7.692e-27,2.881e+0
511.24,5.302e+1,8.759e-17,,1.370e-16,5.960e-2,5.632e-10,5.051e+1,,7.692e-27,2.457e+0
511.27,6.757e+1,8.744e-17,,1.364e-16,8.742e-2,5.095e-10,6.559e+1,,7.693e-27,1.891e+0
511.29,7.857e+1,8.733e-17,,1.360e-16,1.122e-1,4.739e-10,7.690e+1,,7.694e-27,1.563e+0
511.32,9.670e+1,8.718e-17,,1.354e-16,1.604e-1,4.242e-10,9.539e+1,,7.694e-27,1.149e+0
511.34,1.096e+2,8.708e-17,,1.350e-16,2.008e-1,3.951e-10,1.085e+2,,7.695e-27,9.216e-1
511.36,1.228e+2,8.697e-17,,1.347e-16,2.485e-1,3.702e-10,1.218e+2,,7.695e-27,7.301e-1
511.39,1.426e+2,8.682e-17,,1.341e-16,3.346e-1,3.418e-10,1.417e+2,,7.696e-27,5.032e-1
511.41,1.552e+2,8.672e-17,,1.337e-16,4.018e-1,3.291e-10,1.544e+2,,7.697e-27,3.866e-1
511.44,1.723e+2,8.656e-17,,1.331e-16,5.170e-1,3.192e-10,1.716e+2,,7.697e-27,2.545e-1
511.46,1.821e+2,8.646e-17,,1.327e-16,6.023e-1,3.180e-10,1.813e+2,,7.698e-27,1.896e-1
511.49,1.933e+2,8.631e-17,,1.321e-16,7.402e-1,3.225e-10,1.924e+2,,7.699e-27,1.192e-1
511.51,1.981e+2,8.620e-17,,1.318e-16,8.365e-1,3.285e-10,1.972e+2,,7.699e-27,8.615e-2
511.54,2.009e+2,8.605e-17,,1.312e-16,9.820e-1,3.396e-10,1.999e+2,,7.700e-27,5.172e-2
511.56,1.998e+2,8.595e-17,,1.308e-16,1.076e+0,3.469e-10,1.987e+2,,7.700e-27,3.625e-2
511.59,1.936e+2,8.579e-17,,1.302e-16,1.207e+0,3.554e-10,1.924e+2,,7.701e-27,2.079e-2
511.61,1.868e+2,8.569e-17,,1.298e-16,1.283e+0,3.585e-10,1.855e+2,,7.702e-27,1.413e-2
511.64,1.730e+2,8.554e-17,,1.292e-16,1.374e+0,3.576e-10,1.716e+2,,7.702e-27,7.738e-3
511.66,1.618e+2,8.543e-17,,1.289e-16,1.417e+0,3.528e-10,1.604e+2,,7.703e-27,5.101e-3
511.69,1.432e+2,8.528e-17,,1.283e-16,1.450e+0,3.392e-10,1.417e+2,,7.704e-27,2.668e-3
511.71,1.300e+2,8.518e-17,,1.279e-16,1.450e+0,3.259e-10,1.285e+2,,7.704e-27,1.706e-3
511.73,1.166e+2,8.507e-17,,1.275e-16,1.432e+0,3.096e-10,1.151e+2,,7.705e-27,1.077e-3
511.76,9.677e+1,8.492e-17,,1.269e-16,1.374e+0,2.805e-10,9.539e+1,,7.705e-27,5.284e-4
511.78,8.419e+1,8.482e-17,,1.265e-16,1.317e+0,2.589e-10,8.288e+1,,7.706e-27,3.236e-4
511.81,6.680e+1,8.466e-17,,1.260e-16,1.207e+0,2.244e-10,6.559e+1,,7.707e-27,1.516e-4
511.83,5.639e+1,8.456e-17,,1.256e-16,1.122e+0,2.010e-10,5.527e+1,,7.707e-27,9.005e-5
511.86,4.277e+1,8.441e-17,,1.250e-16,9.820e-1,1.666e-10,4.178e+1,,7.708e-27,4.029e-5
511.88,3.503e+1,8.430e-17,,1.246e-16,8.851e-1,1.449e-10,3.415e+1,,7.708e-27,2.321e-5
511.91,2.540e+1,8.415e-17,,1.240e-16,7.402e-1,1.151e-10,2.466e+1,,7.709e-27,9.916e-6
511.93,2.019e+1,8.405e-17,,1.237e-16,6.471e-1,9.748e-11,1.955e+1,,7.710e-27,5.540e-6
511.96,1.400e+1,8.389e-17,,1.231e-16,5.170e-1,7.482e-11,1.348e+1,,7.710e-27,2.261e-6
511.98,1.080e+1,8.379e-17,,1.227e-16,4.383e-1,6.237e-11,1.036e+1,,7.711e-27,1.225e-6
512.01,7.163e+0,8.364e-17,,1.221e-16,3.345e-1,4.774e-11,6.828e+0,,7.712e-27,4.775e-7
512.03,5.367e+0,8.353e-17,,1.217e-16,2.751e-1,4.068e-11,5.092e+0,,7.712e-27,2.509e-7
512.06,3.405e+0,8.338e-17,,1.211e-16,2.005e-1,3.407e-11,3.204e+0,,7.713e-27,9.340e-8
512.08,2.477e+0,8.328e-17,,1.208e-16,1.599e-1,3.230e-11,2.317e+0,,7.714e-27,4.760e-8
512.1,1.781e+0,8.317e-17,,3.283e-16,1.260e-1,3.267e-11,1.655e+0,,7.714e-27,2.396e-8
512.13,1.063e+0,8.302e-17,,1.439e-15,8.614e-2,3.733e-11,9.770e-1,,7.715e-27,8.364e-9
512.15,7.428e-1,8.292e-17,,3.796e-15,6.584e-2,4.328e-11,6.769e-1,,7.715e-27,4.084e-9
512.18,4.246e-1,8.276e-17,,1.590e-14,4.299e-2,5.674e-11,3.816e-1,,7.716e-27,1.361e-9
512.2,2.883e-1,8.266e-17,,4.068e-14,3.187e-2,6.891e-11,2.564e-1,,7.717e-27,6.446e-10
512.23,1.580e-1,8.251e-17,,1.628e-13,1.988e-2,9.218e-11,1.381e-1,,7.717e-27,2.052e-10
512.25,1.043e-1,8.240e-17,,4.042e-13,1.429e-2,1.111e-10,9.000e-2,,7.718e-27,9.425e-11
512.28,5.480e-2,8.225e-17,,1.546e-12,8.513e-3,1.446e-10,4.629e-2,,7.719e-27,2.866e-11
512.3,3.520e-2,8.215e-17,,3.724e-12,5.936e-3,1.701e-10,2.926e-2,,7.719e-27,1.276e-11
512.33,1.775e-2,3.662e-16,,1.361e-11,3.378e-3,2.125e-10,1.437e-2,,7.720e-27,3.707e-12
512.35,1.110e-2,9.768e-16,,3.179e-11,2.285e-3,2.428e-10,8.813e-3,,7.720e-27,1.601e-12
512.38,5.378e-3,4.161e-15,,1.110e-10,1.242e-3,2.901e-10,4.135e-3,,7.721e-27,4.441e-13
512.4,3.274e-3,1.077e-14,,2.517e-10,8.148e-4,3.217e-10,2.459e-3,,7.722e-27,1.860e-13
512.43,1.525e-3,4.383e-14,,8.398e-10,4.231e-4,3.672e-10,1.102e-3,,7.722e-27,4.929e-14
512.45,9.049e-4,1.101e-13,,1.847e-9,2.692e-4,3.950e-10,6.357e-4,,7.723e-27,2.002e-14
512.48,4.057e-4,4.280e-13,,5.889e-9,1.335e-4,4.308e-10,2.722e-4,,7.724e-27,5.066e-15
512.5,2.346e-4,1.043e-12,,1.256e-8,8.239e-5,4.496e-10,1.522e-4,,7.724e-27,1.996e-15
512.52,1.344e-4,2.510e-12,,2.649e-8,5.022e-5,4.635e-10,8.413e-5,,7.725e-27,7.768e-16
512.55,5.722e-5,9.159e-12,,7.925e-8,2.336e-5,4.742e-10,3.378e-5,,7.725e-27,1.843e-16
512.57,3.208e-5,2.139e-11,,1.621e-7,1.381e-5,4.742e-10,1.810e-5,,7.726e-27,6.956e-17
512.6,1.354e-5,7.459e-11,,4.634e-7,6.138e-6,4.635e-10,6.943e-6,,7.727e-27,1.576e-17
512.62,8.049e-6,1.690e-10,,9.195e-7,3.520e-6,4.496e-10,3.609e-6,,7.727e-27,1.488e-17
512.65,5.329e-6,5.631e-10,,2.512e-6,1.494e-6,4.198e-10,1.322e-6,,7.728e-27,1.356e-17
512.67,6.336e-6,1.238e-9,,4.836e-6,8.309e-7,3.950e-10,6.665e-7,,7.728e-27,1.267e-17
512.7,1.320e-5,3.941e-9,,1.263e-5,3.369e-7,3.524e-10,2.332e-7,,7.729e-27,1.135e-17
512.72,2.389e-5,8.403e-9,,2.359e-5,1.817e-7,3.216e-10,1.140e-7,,7.730e-27,1.047e-17
512.75,5.900e-5,2.557e-8,,5.886e-5,7.037e-8,2.741e-10,3.811e-8,,7.730e-27,9.144e-18
512.77,1.068e-4,5.290e-8,,1.067e-4,3.682e-8,2.427e-10,1.807e-8,,7.731e-27,8.262e-18
512.8,2.546e-4,1.538e-7,,2.544e-4,1.362e-8,1.976e-10,5.770e-9,,7.732e-27,6.938e-18
512.82,4.477e-4,3.087e-7,,4.474e-4,6.912e-9,1.697e-10,2.654e-9,,7.732e-27,6.055e-18
512.85,1.021e-3,8.580e-7,,1.020e-3,2.442e-9,1.321e-10,8.092e-10,,7.733e-27,4.732e-18
512.87,1.742e-3,1.671e-6,,1.741e-3,1.202e-9,1.101e-10,3.610e-10,,7.733e-27,3.849e-18
512.89,2.938e-3,3.213e-6,,2.935e-3,5.846e-10,9.069e-11,1.591e-10,,7.734e-27,1.050e-17
512.92,6.290e-3,8.380e-6,,6.282e-3,1.937e-10,6.643e-11,4.550e-11,,7.735e-27,4.621e-17
512.94,1.029e-2,1.564e-5,,1.028e-2,9.138e-11,5.333e-11,1.945e-11,,7.735e-27,1.223e-16
512.97,2.108e-2,3.897e-5,,2.104e-2,2.899e-11,3.788e-11,5.312e-12,,7.736e-27,5.144e-16
512.99,3.348e-2,7.055e-5,,3.341e-2,1.341e-11,3.012e-11,2.202e-12,,7.736e-27,1.321e-15
513.02,6.557e-2,1.680e-4,,6.541e-2,4.642e-12,2.186e-11,5.745e-13,,7.737e-27,5.310e-15
513.04,1.011e-1,2.951e-4,,1.008e-1,3.249e-12,1.837e-11,2.310e-13,,7.738e-27,1.323e-14
513.07,1.895e-1,6.715e-4,,1.889e-1,5.528e-12,1.591e-11,5.757e-14,,7.738e-27,5.082e-14
513.09,2.839e-1,1.144e-3,,2.828e-1,1.140e-11,1.606e-11,2.245e-14,,7.739e-27,1.228e-13
513.12,5.093e-1,2.488e-3,,5.069e-1,3.641e-11,1.899e-11,5.344e-15,,7.740e-27,4.510e-13
513.14,7.413e-1,4.114e-3,,7.371e-1,7.865e-11,2.287e-11,2.021e-15,,7.740e-27,1.057e-12
513.17,1.274e+0,8.548e-3,,1.265e+0,2.446e-10,3.196e-11,4.595e-16,,7.741e-27,3.711e-12
513.19,1.802e+0,1.371e-2,,1.788e+0,5.135e-10,4.048e-11,1.686e-16,,7.741e-27,8.443e-12
513.22,2.969e+0,2.722e-2,,2.942e+0,1.528e-9,5.751e-11,1.663e-16,,7.742e-27,2.832e-11
513.24,4.085e+0,4.236e-2,,4.043e+0,3.114e-9,7.204e-11,1.648e-16,,7.743e-27,6.250e-11
513.26,5.560e+0,6.512e-2,,5.495e+0,6.271e-9,8.938e-11,1.633e-16,,7.743e-27,1.363e-10
513.29,8.652e+0,1.213e-1,,8.531e+0,1.753e-8,1.210e-10,1.611e-16,,7.744e-27,4.290e-10
513.31,1.147e+1,1.810e-1,,1.129e+1,3.428e-8,1.459e-10,1.596e-16,,7.744e-27,9.077e-10
513.34,1.716e+1,3.222e-1,,1.684e+1,9.165e-8,1.891e-10,1.573e-16,,7.745e-27,2.731e-9
513.36,2.216e+1,4.663e-1,,2.170e+1,1.740e-7,2.213e-10,1.558e-16,,7.746e-27,5.606e-9
513.39,3.195e+1,7.934e-1,,3.115e+1,4.449e-7,2.741e-10,1.536e-16,,7.746e-27,1.612e-8
513.41,4.027e+1,1.114e+0,,3.916e+1,8.198e-7,3.113e-10,1.521e-16,,7.747e-27,3.210e-8
513.44,5.601e+1,1.811e+0,,5.420e+1,2.006e-6,3.684e-10,1.499e-16,,7.748e-27,8.820e-8
513.46,6.900e+1,2.466e+0,,6.653e+1,3.588e-6,4.059e-10,1.484e-16,,7.748e-27,1.704e-7
513.49,9.277e+1,3.832e+0,,8.894e+1,8.397e-6,4.590e-10,1.461e-16,,7.749e-27,4.475e-7
513.51,1.118e+2,5.063e+0,,1.067e+2,1.458e-5,4.906e-10,1.446e-16,,7.749e-27,8.391e-7
513.54,1.456e+2,7.517e+0,,1.381e+2,3.265e-5,5.301e-10,1.424e-16,,7.750e-27,2.106e-6
513.56,1.718e+2,9.636e+0,,1.622e+2,5.506e-5,5.497e-10,1.409e-16,,7.751e-27,3.830e-6
513.59,2.169e+2,1.367e+1,,2.032e+2,1.179e-4,5.675e-10,1.386e-16,,7.751e-27,9.187e-6
513.61,2.509e+2,1.700e+1,,2.339e+2,1.931e-4,5.709e-10,1.371e-16,,7.752e-27,1.621e-5
513.63,2.878e+2,2.089e+1,,2.669e+2,3.124e-4,5.675e-10,1.356e-16,,7.752e-27,2.827e-5
513.66,3.483e+2,2.781e+1,,3.205e+2,6.289e-4,5.497e-10,1.334e-16,,7.753e-27,6.364e-5
513.68,3.916e+2,3.315e+1,,3.585e+2,9.881e-4,5.301e-10,1.319e-16,,7.754e-27,1.077e-4
513.71,4.598e+2,4.218e+1,,4.176e+2,1.904e-3,4.906e-10,1.296e-16,,7.755e-27,2.316e-4
513.73,5.064e+2,4.878e+1,,4.576e+2,2.904e-3,4.590e-10,1.281e-16,,7.755e-27,3.801e-4
513.76,5.759e+2,5.930e+1,,5.166e+2,5.354e-3,4.059e-10,1.259e-16,,7.756e-27,7.815e-4
513.78,6.207e+2,6.653e+1,,5.542e+2,7.932e-3,3.684e-10,1.244e-16,,7.756e-27,1.245e-3
513.81,6.830e+2,7.729e+1,,6.057e+2,1.399e-2,3.113e-10,1.221e-16,,7.757e-27,2.445e-3
513.83,7.195e+2,8.413e+1,,6.354e+2,2.014e-2,2.741e-10,1.206e-16,,7.758e-27,3.778e-3
513.86,7.644e+2,9.340e+1,,6.710e+2,3.400e-2,2.213e-10,1.184e-16,,7.758e-27,7.094e-3
513.88,7.863e+2,9.863e+1,,6.876e+2,4.752e-2,1.890e-10,1.169e-16,,7.759e-27,1.064e-2
513.91,8.050e+2,1.046e+2,,7.003e+2,7.683e-2,1.459e-10,1.146e-16,,7.760e-27,1.909e-2
513.93,8.075e+2,1.072e+2,,7.001e+2,1.043e-1,1.209e-10,3.114e-16,,7.760e-27,2.776e-2
513.96,7.954e+2,1.087e+2,,6.866e+2,1.615e-1,8.911e-11,1.363e-15,,7.761e-27,4.761e-2
513.98,7.772e+2,1.080e+2,,6.689e+2,2.130e-1,7.163e-11,3.591e-15,,7.761e-27,6.719e-2
514,7.512e+2,1.061e+2,,6.448e+2,2.777e-1,5.688e-11,9.352e-15,,7.762e-27,9.368e-2
514.03,6.995e+2,1.009e+2,,5.981e+2,4.048e-1,3.935e-11,3.842e-14,,7.763e-27,1.508e-1
514.05,6.579e+2,9.612e+1,,5.611e+2,5.130e-1,3.032e-11,9.707e-14,,7.763e-27,2.040e-1
514.08,5.878e+2,8.738e+1,,4.994e+2,7.163e-1,2.005e-11,3.812e-13,,7.764e-27,3.137e-1
514.1,5.377e+2,8.076e+1,,4.556e+2,8.823e-1,1.499e-11,9.347e-13,,7.764e-27,4.118e-1
514.13,4.606e+2,7.015e+1,,3.887e+2,1.181e+0,9.494e-12,3.508e-12,,7.765e-27,6.053e-1
514.15,4.098e+2,6.291e+1,,3.447e+2,1.415e+0,6.914e-12,8.347e-12,,7.766e-27,7.709e-1
514.18,3.368e+2,5.222e+1,,2.817e+2,1.816e+0,4.248e-12,2.995e-11,,7.766e-27,1.083e+0
514.2,2.915e+2,4.543e+1,,2.426e+2,2.115e+0,3.082e-12,6.914e-11,,7.767e-27,1.338e+0
514.23,2.302e+2,3.603e+1,,1.898e+2,2.605e+0,2.006e-12,2.371e-10,,7.768e-27,1.797e+0
514.25,1.943e+2,3.041e+1,,1.588e+2,2.953e+0,1.644e-12,5.312e-10,,7.768e-27,2.154e+0
514.28,1.482e+2,2.305e+1,,1.188e+2,3.492e+0,1.549e-12,1.741e-9,,7.769e-27,2.763e+0
514.3,1.225e+2,1.887e+1,,9.653e+1,3.853e+0,1.776e-12,3.785e-9,,7.769e-27,3.214e+0
514.33,9.110e+1,1.367e+1,,6.911e+1,4.380e+0,2.612e-12,1.186e-8,,7.770e-27,3.941e+0
514.35,7.450e+1,1.086e+1,,5.449e+1,4.709e+0,3.576e-12,2.502e-8,,7.771e-27,4.448e+0
514.38,5.518e+1,7.517e+0,,3.730e+1,5.151e+0,5.851e-12,7.493e-8,,7.771e-27,5.212e+0
514.4,4.544e+1,5.793e+0,,2.854e+1,5.402e+0,8.099e-12,1.534e-7,,7.772e-27,5.707e+0
514.42,3.778e+1,4.411e+0,,2.158e+1,5.611e+0,1.112e-11,3.102e-7,,7.772e-27,6.173e+0
